built_up_area,num_floors,occupants,operating_hours,building_type_code,climate_hdd,climate_cdd,window_to_wall_ratio,window_u_value,window_shgc,wall_u_value,roof_u_value,hvac_efficiency_factor,led_lighting_ratio,solar_capacity_kwp,natural_ventilation,external_shading,recycled_material_ratio,annual_energy_kwh
9864.551529536202,20,353,10.491247238902849,1,575.4702476088145,3046.821048696431,0.45376241331194944,4.280078721568516,0.3049218814906827,0.5969347254189257,0.5671528844264653,0.68,0.34604627609372496,48.20829201907825,0.0,1.0,0.31565048549850894,1266757.7
7489.452043979202,1,95,13.183654633353207,6,1912.2326155357962,1238.6853438133342,0.34186208724795586,2.1039931763117483,0.7356376993099627,0.606689278920586,0.5753660804319869,0.55,0.7336306341517131,0.0,1.0,0.0,0.48782690968658066,859556.5
2934.983154545389,8,110,24.0,3,650.4636178333398,3171.8384393884357,0.3066186251726355,0.8074164521612514,0.6342868038955352,0.5908148970192529,0.3078809897906085,0.82,0.6566040152513122,0.0,1.0,1.0,0.25517734079388543,977459.9
1088.3525535015738,3,67,11.915789423418648,2,98.24599171681658,2436.4493417453396,0.6141268589268962,2.2407394997195853,0.7527369778093782,0.6472228150950952,0.9727791674926386,1.0,0.3682103691106588,0.0,1.0,0.0,0.2123380751322505,190135.4
310.8973748917618,2,5,11.854589188786973,0,2371.069467006274,806.9217390921409,0.13334962298562858,1.2506540832175639,0.2539592123038719,0.6318908291583036,0.6904249747206955,0.75,0.7944417171230802,15.193626787665607,1.0,1.0,0.33384235514425686,16170.5
332.5194466206996,2,10,15.85177719709679,0,2067.5292537350147,791.8601832670444,0.4827058120006988,1.8970665289616162,0.6950757873913653,1.700598400196602,1.0112042687515754,0.55,0.5176228077085768,16.250302445798745,0.0,0.0,0.0773689079264262,30242.6
479.57670331225694,3,14,11.270092358469633,0,566.5712481432207,3142.936543176935,0.3486632100955046,2.465950003496488,0.7460989295175724,0.729794340261323,0.8976403788797952,1.15,0.42760782494438987,0.0,0.0,0.0,0.2446463529267382,79442.9
4235.353964228256,16,195,9.71324227780087,5,1924.6288955705293,1082.5486157944704,0.5062513950631085,1.4402867753437592,0.227633281522992,0.7815918687099412,1.0076564795975287,0.75,0.4977187664516337,0.0,0.0,1.0,0.12440267993470275,523838.7
946.4664588177471,3,66,9.42426919647658,2,2377.4334061898726,878.2672641227352,0.23479217656112128,4.3318236372383,0.8194270922247293,0.6378248916430254,0.641128030614754,1.15,0.68234019085422,0.0,0.0,1.0,0.1894385928366934,146239.6
19976.152318587636,6,891,24.0,3,3967.156845088641,298.78405886235174,0.2584224256846389,2.0796011600309416,0.3863994760181041,1.8442278984131995,1.4949778864930574,0.82,0.7060393873712485,0.0,1.0,0.0,0.2648618647491556,6955328.6
201.59873808270407,2,3,21.231488509291598,0,547.1189027962333,2972.8129953954867,0.46037520787254455,4.105473996524812,0.3312671528096427,1.101044176404272,1.0314184515119866,0.55,0.41875605333543947,9.85217706762348,0.0,0.0,0.08191866359696878,18253.3
4928.7204143840845,2,117,10.89136718418761,6,91.80648274110575,2527.227329018972,0.6883643568457647,3.795164264105847,0.4572412384194833,1.2301393164369279,0.4939172037822597,0.68,0.9556456968094778,0.0,0.0,1.0,0.4884812719020017,518339.4
5689.7795375428595,2,83,15.588681344179497,4,95.22761670752728,2783.3138682416593,0.685316478132064,5.29022743846868,0.20535394314003405,1.4450380907485365,1.6379761054138995,0.82,0.5302605251050934,278.0608450863235,1.0,0.0,0.20110203188494685,635100.5
